45HS607006;H.SARURO LIGHT 6/0,7 DF 2P V/S     ;000000000000000;0000029,799;0000031,605;000032,6886;000034,3068;00000036,12;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0005;HS6;FN
42VCE07509;V,FOUNDER SELECTION 6/0,75 TF      ;000000000000000;001053,6983;001117,5588;001155,8751;001213,0941;00001277,21;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0009;VAG;TF
46HS607014;LDR H.SARURO 0,7 IM 2PACK V/SH     ;000000000000000;000042,2235;000044,7825;000046,3179;000048,6108;00000051,18;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0008;HS6;PL
46HS607016;LDR HSARURO LIGHT 0,7IM 2P V/S     ;000000000000000;0000051,348;00000054,46;000056,3272;000059,1156;00000062,24;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0008;HS6;PL
42VCS07511;GRAN RES.CAB.SAUV 6/0,75 TF        ;0000000000,0001;000118,3215;000125,4925;000129,7951;000136,2203;00000143,42;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0009;VRS;TF
42VCS07512;GRAN RES.SHIRAZ 6/0,75 TF          ;000000000000000;000118,3215;000125,4925;000129,7951;000136,2203;00000143,42;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0009;VRS;TF
42VCS07513;QTA.GENERACION TINTO 6/0,75 TF     ;000000000000000;000180,5925;000191,5375;000198,1045;000207,9112;000000218,9;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0009;VAG;TF
41DI407006;RON D.R.EXC 6/0,7 TF C/CARTER      ;000000000000000;000088,5968;000093,9663;0000097,188;0000101,999;00000107,39;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0009;DI4;TF
46CH517500;LSB CHEMINEAUD 6/1,75 IM  (E)      ;000000000000000;000017,1023;000018,1388;000018,7607;000019,6894;00000020,73;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0008;CH5;PL
46CH517501;LSB CHEMINEAUD 6/1,75 PRG (E)      ;000000000000000;000017,1023;000018,1388;000018,7607;000019,6894;00000020,73;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0007;CH5;PL
45DI707500;RON DIPLOMATI BLANCO 6/0,75 DF     ;000000000000000;000046,5548;000049,3763;000051,0692;000053,5972;00000056,43;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0005;DI7;FN
4150002500;BES 5 ESTRELLAS 40/0,25 TF PET     ;000000000000939;000002,0543;000002,1788;000002,2535;0000002,365;00000002,49;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;40;    300A0009;500;TF
41GL200500;VDK GLACIAL XTREME 72/0,05 TF      ;000000000000046;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;72;    300A0009;GL2;TF
41MAL17500;LSW. MANAGER 6/1,75 TF PET         ;000000000004958;0000015,444;00000016,38;000016,9416;000017,7803;00000018,72;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0009;MAL;TF
41DI400500;RON DIP.RESERV.EXC 72/0,05 TF      ;000000000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;72;    300A0009;DI4;TF
41DI200502;DIPLOMATICO AÑEJO 72/0,05 TF       ;000000000000102;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;72;    300A0009;DI2;TF
47GSM07501;V.GRAN SUD MERLOT 6/0,75 PRG       ;000000000000000;000038,9813;000041,3438;000042,7613;000044,8781;00000047,25;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0007;VAR;PL
46ASH07500;LIC NARANJA ARANSHE 6/0,75 IM      ;000000000000070;000021,9711;000023,3027;000024,1016;000025,2947;000026,6316;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0008;ASH;PL
46ASH07501;LIC NARANJA ARANSHE 6/0,75 PRG     ;000000000000000;000021,9711;000023,3027;000024,1016;000025,2947;000026,6316;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0007;ASH;PL
4150007003;BES 5 ESTRELLA BLANCO 12/0,7TF     ;000000000000545;000007,3363;000007,7809;000008,0477;000008,4461;000008,8925;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;12;    300A0009;500;TF
4650007003;BES 5ESTRELLA BLANCO 12/0,7 IM     ;000000000000061;000006,3497;000006,7345;000006,9654;000007,3102;000007,6966;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;12;    300A0008;500;PL
4650007004;BES 5ESTRELLA BLANCO 12/0,7PRG     ;000000000000354;000006,3497;000006,7345;000006,9654;000007,3102;000007,6966;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;12;    300A0007;500;PL
41TEP07000;RON EXTRA AÑEJO TEPUY 6/0,7 TF     ;000000000004253;000033,0673;000035,0714;000036,2738;000038,0695;000040,0816;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0009;TEP;TF
46TEP07000;RON EXTRA AÑEJO TEPUY 6/0,7 IM     ;000000000000000;000028,6193;000030,3538;000031,3945;000032,9486;00000034,69;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0008;TEP;PL
46TEP07001;RON EXTR AÑEJ0 TEPUY 6/0,7 PRG     ;000000000000000;000030,0548;000031,8763;000032,9692;000034,6012;00000036,43;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0007;TEP;PL
45DI407007;RON D.RES.EXC 3/0,70 BARRIL DF     ;000000000000000;000180,2625;000191,1875;000197,7425;000207,5313;000000218,5;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;03;    300A0005;DI4;FN
41ASH07501;LIC NARANJA ARANSHE 6/0,75 TF      ;0000000061,6667;000025,3838;000026,9223;000027,8453;000029,2237;000030,7683;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0009;ASH;TF
45TAZ07004;TEQ. AZTECA REP 12/0,70 DF (E)     ;000000000000000;000024,0625;000025,5209;000026,3959;000027,7025;000029,1667;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;12;    300A0005;AZ1;FN
45ASH07500;LIC NARANJA ARANSHE 6/0,75 DF      ;000000000000035;000021,9712;000023,3027;000024,1017;000025,2948;000026,6317;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0005;ASH;FN
45CND07000;RON CANAIMA DORADO 12/0,70 DF      ;000000000000000;000014,5235;000015,4037;000015,9318;000016,7205;000017,6042;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;12;    300A0005;CA5;FN
45HS607007;LDR HCDA SARURO LIGHT6/0,70 DF     ;000000000000000;000051,7193;000054,8538;000056,7345;0000059,543;00000062,69;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0005;HS6;FN
